0	-27	0.9	0	0	1.0872293e-17
0	-27	1	0	0	1.1425409e-17
0	-27	1.5	0	0	-9.699849e-21
0	-27	2	0	0	1.109232e-20
0	-27	2.5	0	0	-6.308029e-21
0	-27	3	0	0	7.6137013e-18
0	-27	3.1	0	0	2.8821563e-18
0	-21	0.9	0	0	1.0872293e-17
0	-21	1	0	0	1.1425409e-17
0	-21	1.5	0	0	-9.699849e-21
0	-21	2	0	0	1.109232e-20
0	-21	2.5	0	0	-6.308029e-21
0	-21	3	0	0	7.6137013e-18
0	-21	3.1	0	0	2.8821563e-18
0	-15	0.9	0	0	1.0872293e-17
0	-15	1	0	0	1.1425409e-17
0	-15	1.5	0	0	-9.699849e-21
0	-15	2	0	0	1.109232e-20
0	-15	2.5	0	0	-6.308029e-21
0	-15	3	0	0	7.6137013e-18
0	-15	3.1	0	0	2.8821563e-18
0	-9	0.9	0	0	1.0872293e-17
0	-9	1	0	0	1.1425409e-17
0	-9	1.5	0	0	-9.699849e-21
0	-9	2	0	0	1.109232e-20
0	-9	2.5	0	0	-6.308029e-21
0	-9	3	0	0	7.6137013e-18
0	-9	3.1	0	0	2.8821563e-18
0	-3	0.9	0	0	1.0872293e-17
0	-3	1	0	0	1.1425409e-17
0	-3	1.5	0	0	-9.699849e-21
0	-3	2	0	0	1.109232e-20
0	-3	2.5	0	0	-6.308029e-21
0	-3	3	0	0	7.6137013e-18
0	-3	3.1	0	0	2.8821563e-18
0	3	0.9	0	0	1.0872293e-17
0	3	1	0	0	1.1425409e-17
0	3	1.5	0	0	-9.699849e-21
0	3	2	0	0	1.109232e-20
0	3	2.5	0	0	-6.308029e-21
0	3	3	0	0	7.6137013e-18
0	3	3.1	0	0	2.8821563e-18
0	9	0.9	0	0	1.0872293e-17
0	9	1	0	0	1.1425409e-17
0	9	1.5	0	0	-9.699849e-21
0	9	2	0	0	1.109232e-20
0	9	2.5	0	0	-6.308029e-21
0	9	3	0	0	7.6137013e-18
0	9	3.1	0	0	2.8821563e-18
0	15	0.9	0	0	1.0872293e-17
0	15	1	0	0	1.1425409e-17
0	15	1.5	0	0	-9.699849e-21
0	15	2	0	0	1.109232e-20
0	15	2.5	0	0	-6.308029e-21
0	15	3	0	0	7.6137013e-18
0	15	3.1	0	0	2.8821563e-18
0	21	0.9	0	0	1.0872293e-17
0	21	1	0	0	1.1425409e-17
0	21	1.5	0	0	-9.699849e-21
0	21	2	0	0	1.109232e-20
0	21	2.5	0	0	-6.308029e-21
0	21	3	0	0	7.6137013e-18
0	21	3.1	0	0	2.8821563e-18
0	27	0.9	0	0	1.0872293e-17
0	27	1	0	0	1.1425409e-17
0	27	1.5	0	0	-9.699849e-21
0	27	2	0	0	1.109232e-20
0	27	2.5	0	0	-6.308029e-21
0	27	3	0	0	7.6137013e-18
0	27	3.1	0	0	2.8821563e-18
0.01	-27	0.9	-3.500681e-10	1.8402691e-08	-7.225548e-12
0.01	-27	1	-3.02004e-07	1.5964566503e-05	-5.642282e-08
0.01	-27	1.5	2.679277435e-06	-1.173366883e-05	6.4903719e-15
0.01	-27	2	2.679287678e-06	-1.173323872e-05	1.0457262e-17
0.01	-27	2.5	2.679288292e-06	-1.17329715e-05	-5.2673e-18
0.01	-27	3	-2.814436e-07	1.4751449632e-05	5.2012404e-08
0.01	-27	3.1	-2.865912e-10	1.5157501e-08	7.1599959e-12
0.01	-21	0.9	-5.321293e-09	1.7546511e-08	-1.362832e-10
0.01	-21	1	1.108227839e-06	1.593018128e-05	2.0687681e-07
0.01	-21	1.5	-9.31279784e-06	-9.11126727e-06	-2.259361e-14
0.01	-21	2	-9.31283341e-06	-9.11082698e-06	-3.397938e-17
0.01	-21	2.5	-9.31283565e-06	-9.11055966e-06	1.6650671e-17
0.01	-21	3	1.032681322e-06	1.4718958784e-05	-1.906934e-07
0.01	-21	3.1	1.0524457e-09	1.5127983e-08	-2.644478e-11
0.01	-15	0.9	-3.889191e-09	1.8053273e-08	-1.028601e-10
0.01	-15	1	2.526201927e-06	1.5769896424e-05	4.6995012e-07
0.01	-15	1.5	-1.636668589e-05	1.084470387e-06	-4.006991e-14
0.01	-15	2	-1.636674803e-05	1.084950232e-06	-5.324528e-17
0.01	-15	2.5	-1.63667531e-05	1.085217979e-06	2.9875248e-17
0.01	-15	3	-5.370713e-07	1.3838159007e-05	2.7741714e-08
0.01	-15	3.1	2.4060205e-09	1.4986766e-08	-6.187096e-11
0.01	-9	0.9	-2.376577e-09	1.8424022e-08	-6.455023e-11
0.01	-9	1	3.953102299e-06	1.5465434057e-05	7.3161434e-07
0.01	-9	1.5	-1.551804105e-05	1.1371798074e-05	-3.696235e-14
0.01	-9	2	-1.551811821e-05	1.1372301046e-05	-2.593649e-17
0.01	-9	2.5	-1.551810208e-05	1.1372596411e-05	2.6447986e-17
0.01	-9	3	7.9915273e-07	1.3889872981e-05	-2.110254e-07
0.01	-9	3.1	-1.953166e-09	1.2276911e-08	5.5177004e-11
0.01	-3	0.9	-8.002789e-10	1.862171e-08	-2.20627e-11
0.01	-3	1	-8.42611e-07	1.4739387817e-05	-1.441411e-07
0.01	-3	1.5	-6.42182623e-06	1.9722626218e-05	-1.486584e-14
0.01	-3	2	-6.42186686e-06	1.9723164189e-05	4.5272e-17
0.01	-3	2.5	-6.42185079e-06	1.9723457538e-05	1.1385784e-17
0.01	-3	3	-7.779784e-07	1.3589729853e-05	1.3188327e-07
0.01	-3	3.1	-6.603795e-10	1.2475244e-08	1.8938341e-11
0.01	3	0.9	8.0027894e-10	1.862171e-08	2.2062706e-11
0.01	3	1	8.4261095e-07	1.4739387817e-05	1.441411e-07
0.01	3	1.5	6.421826226e-06	1.9722626218e-05	1.4865742e-14
0.01	3	2	6.421866865e-06	1.9723164189e-05	-4.427522e-17
0.01	3	2.5	6.42185079e-06	1.9723457538e-05	-1.117617e-17
0.01	3	3	7.779784e-07	1.3589729853e-05	-1.318833e-07
0.01	3	3.1	6.6037946e-10	1.2475244e-08	-1.893834e-11
0.01	9	0.9	2.3765774e-09	1.8424022e-08	6.4550238e-11
0.01	9	1	-3.9531023e-06	1.5465434057e-05	-7.316143e-07
0.01	9	1.5	1.5518041051e-05	1.1371798074e-05	3.6962529e-14
0.01	9	2	1.5518118209e-05	1.1372301046e-05	2.5641497e-17
0.01	9	2.5	1.5518102083e-05	1.1372596411e-05	-2.663267e-17
0.01	9	3	-7.991527e-07	1.3889872981e-05	2.1102536e-07
0.01	9	3.1	1.9531656e-09	1.2276911e-08	-5.5177e-11
0.01	15	0.9	3.8891909e-09	1.8053273e-08	1.0286006e-10
0.01	15	1	-2.52620193e-06	1.5769896424e-05	-4.699501e-07
0.01	15	1.5	1.6366685893e-05	1.084470387e-06	4.0069797e-14
0.01	15	2	1.6366748032e-05	1.084950232e-06	5.3727605e-17
0.01	15	2.5	1.6366753104e-05	1.085217979e-06	-2.994362e-17
0.01	15	3	5.3707127e-07	1.3838159007e-05	-2.774171e-08
0.01	15	3.1	-2.40602e-09	1.4986766e-08	6.1870963e-11
0.01	21	0.9	5.3212931e-09	1.7546511e-08	1.3628318e-10
0.01	21	1	-1.10822784e-06	1.593018128e-05	-2.068768e-07
0.01	21	1.5	9.312797839e-06	-9.11126727e-06	2.259359e-14
0.01	21	2	9.312833405e-06	-9.11082698e-06	3.4226522e-17
0.01	21	2.5	9.312835652e-06	-9.11055966e-06	-1.666123e-17
0.01	21	3	-1.03268132e-06	1.4718958784e-05	1.9069343e-07
